hotel_code,hotel_name,address,phone,rating,description,card_price,overview_table_json,pets_json,parking_json,amenities_json,nearby_json,airport_json,is_pet_friendly,last_updated
HILTON-20-9,Hampton Inn Ellsworth/Bar Harbor,,+1 207-667-2688,Rating: 4.5 out of 5.0,"Our Ellsworth rooms are by the Route 1/3 intersection. We're adjacent to Maine Coast Mall and a short walk from quick bites in the neighborhood. Grab free hot breakfast before exploring Acadia National Park, 25 minutes away, and Bar Harbor,...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum, $75.(1-4nt),$125.(5+nt) 2petsMax,dog/cat""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, 75 lbs maximum, $75.(1-4nt),$125.(5+nt) 2petsMax,dog/cat""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Streaming entertainment"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Business center"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""1 mile""}, {""place"": ""Ellsworth Farmer's Market"", ""distance"": ""3 miles""}, {""place"": ""Acadia National Park"", ""distance"": ""17 miles""}]","[{""airport"": ""Hancock County-Bar Harbor Airport"", ""distance"": ""7 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Bangor International Airport"", ""distance"": ""32 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:33:52.072197
HILTON-20-10,Hampton Inn Cape Cod Canal,,+1 508-444-4508,Rating: 4.5 out of 5.0,"Our hotel is off Highway 6, steps from Ryan Family Amusements Buzzards Bay. The National Marine Life Center and Water Wizz are within three miles, and Aptucxet Trading Post Museum can be reached in 12 minutes. Relax in our indoor heated...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $150.00 non-refundable fee, 50 lbs maximum, The town ordinance only allows us to accept dogs in our guest rooms located on the 1st floor of the hotel. Pet fee ranges from $75-150""}","{""Pets"": ""Pets allowed, $150.00 non-refundable fee, 50 lbs maximum, The town ordinance only allows us to accept dogs in our guest rooms located on the 1st floor of the hotel. Pet fee ranges from $75-150""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Streaming entertainment"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""City Center"", ""distance"": ""0.50 miles""}, {""place"": ""Cape Cod Central Rail Road"", ""distance"": ""1 mile""}, {""place"": ""Polar Express Train Ride"", ""distance"": ""1 mile""}, {""place"": ""Attraction - Cape Cod Canal Cruises"", ""distance"": ""3.40 miles""}, {""place"": ""Water Wizz Outdoor Water Park"", ""distance"": ""3.40 miles""}, {""place"": ""Scusset Beach State Reservation"", ""distance"": ""6.20 miles""}]","[{""airport"": ""Barnstable Municipal-Boardman/Polando"", ""distance"": ""21 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Boston Logan International Airport"", ""distance"": ""59 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""T.F. Green Airport"", ""distance"": ""63 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:34:15.776318
HILTON-20-11,Hilton Garden Inn Padova City Centre,,+39 049 986 9494,Rating: 4.0 out of 5.0,"Stay in the beautiful heart of Padua city centre, with countless shops, restaurants, and medieval sights a 10-minute walk from our doors. We're less than two kilometers from the University of Padua, Scrovegni Chapel, and the Basilica of St....",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""Euro"", ""Smoking"": ""A fee of up to 250 EURO will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Pets"": ""Pets allowed, 30.00€ non-refundable fee, 25 kg maximum, Pets not allowed in the Dining area"", ""Families and kids"": ""Children up to 18 years old stay free (with existing bedding) when sharing a room with a paying adult on a room only rate. Kids menus may be available upon request, please contact the property.""}","{""Pets"": ""Pets allowed, 30.00€ non-refundable fee, 25 kg maximum, Pets not allowed in the Dining area""}",{},"[""Connecting Rooms"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs""]","[{""place"": ""Battistero del Duomo"", ""distance"": ""0.20 kilometers""}, {""place"": ""Palazzo Bo"", ""distance"": ""0.20 kilometers""}, {""place"": ""Palazzo della Ragione"", ""distance"": ""0.20 kilometers""}, {""place"": ""Piazza della Frutta"", ""distance"": ""0.20 kilometers""}, {""place"": ""Piazza delle erbe"", ""distance"": ""0.20 kilometers""}, {""place"": ""Basilica di Sant'Antonio"", ""distance"": ""2 kilometers""}]","[{""airport"": ""Marco Polo (Tessera)"", ""distance"": ""40 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Treviso-Sant'Angelo"", ""distance"": ""55 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:34:43.868148
HILTON-20-12,"Kristiania Lech, an SLH Hotel",,+43 5583 2561,Rating: 4.6 out of 5.0,"Kristiania Lech, a Member of Small Luxury Hotels of the World, offers an intimate Alpine experience in the heart of the Austrian Alps. This unique retreat boasts 29 individually decorated rooms with stunning views of Lech and the...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""Euro"", ""Smoking"": ""A fee will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Valet parking - Complimentary"", ""Pets"": ""Pets allowed, Pets-dogs-allowed at Euro 50.00 per day- Kindly note that dogs are not allowed in our dining room- We do offer a pet service program called D.O.G.""}","{""Pets"": ""Pets allowed, Pets-dogs-allowed at Euro 50.00 per day- Kindly note that dogs are not allowed in our dining room- We do offer a pet service program called D.O.G.""}","{""Parking"": ""Valet parking - Complimentary""}","[""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Concierge"", ""Tennis"", ""Luxury"", ""On-site restaurant"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service"", ""Business center""]","[{""place"": ""City Center"", ""distance"": ""180 kilometers""}, {""place"": ""Lech"", ""distance"": ""180 kilometers""}]","[{""airport"": ""Kranebitten"", ""distance"": ""100 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Zurich-Kloten"", ""distance"": ""180 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:35:07.166054
HILTON-20-13,"Severins The Alpine Retreat, An SLH Hotel",,+43 5583 339070,,"With breathtaking scenery all round, Severin’s - The Alpine Retreat, a Member of Small Luxury Hotels of the World is an exclusive mountain escape with snug and stylish accommodations. Severin’s location offers guests almost 20 attractions...",,"{""Check-in"": ""4:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""Euro"", ""Parking"": ""Valet parking - Complimentary"", ""Pets"": ""Pets allowed, 60.00€ non-refundable fee""}","{""Pets"": ""Pets allowed, 60.00€ non-refundable fee""}","{""Parking"": ""Valet parking - Complimentary""}","[""Free parking"", ""Non-smoking rooms"", ""Concierge"", ""Spa"", ""Luxury"", ""On-site restaurant"", ""Fitness center"", ""Pet-friendly rooms"", ""Room service""]","[{""place"": ""Heli skiing"", ""distance"": ""2 kilometers""}, {""place"": ""Ski lift"", ""distance"": ""2 kilometers""}, {""place"": ""Cross country skiing"", ""distance"": ""4 kilometers""}, {""place"": ""Bregenzer Festspiele"", ""distance"": ""93 kilometers""}, {""place"": ""St Gallen"", ""distance"": ""105 kilometers""}, {""place"": ""City Center"", ""distance"": ""116 kilometers""}]","[{""airport"": ""Kranebitten"", ""distance"": ""116 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Zurich-Kloten"", ""distance"": ""193 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:35:29.477635
HILTON-20-14,Hilton Garden Inn Plymouth,,+1 508-830-0200,Rating: 4.4 out of 5.0,"We are off Hwy 3, less than three miles from Plymouth Rock and Plymouth Plantation and two miles from Beth Israel Deaconess Hospital. Several shops and restaurants are within a half mile. Garden Grille & Bar is open for breakfast only,...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 250 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n)2petsMax,dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n)2petsMax,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Streaming entertainment"", ""On-site restaurant"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Colonial Lantern Tour"", ""distance"": ""1.50 miles""}, {""place"": ""Plymouth Hall"", ""distance"": ""1.50 miles""}, {""place"": ""Captain John Boats Inc."", ""distance"": ""2 miles""}, {""place"": ""City Center"", ""distance"": ""2 miles""}, {""place"": ""Jenney Grist Mill"", ""distance"": ""2 miles""}, {""place"": ""Mayflower 2"", ""distance"": ""2 miles""}]","[{""airport"": ""Boston Logan International Airport"", ""distance"": ""30 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Barnstable Municipal-Boardman/Polando"", ""distance"": ""30 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""T.F. Green Airport"", ""distance"": ""65 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:35:42.416438
HILTON-20-15,Hampton Inn New Bedford/Fairhaven,,+1 508-990-8500,Rating: 4.1 out of 5.0,"Find us just south of the I-195 and Route 240 intersection in Bedford, walking distance from shops and restaurants. Fort Phoenix State Reservation is two miles away in Fairhaven, offering a half-mile of beachfront, basketball, tennis, and a...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""12:00 PM"", ""Currency"": ""US Dollar"", ""Smoking"": ""A fee of up to 300 USD will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75 2 pets Max,dog/cat only""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75 2 pets Max,dog/cat only""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""Shopping - Brahmin Leather Outlet"", ""distance"": ""0.20 miles""}, {""place"": ""Attraction-Carousel Family Fun Ctr"", ""distance"": ""0.50 miles""}, {""place"": ""Attraction-Indoor Monster Mini Golf"", ""distance"": ""1 mile""}, {""place"": ""Whitfield-Majiro Friendship Society"", ""distance"": ""2 miles""}, {""place"": ""Attraction-Phoenix Bike Trail"", ""distance"": ""2.10 miles""}, {""place"": ""Fort Phoenix"", ""distance"": ""2.10 miles""}]","[{""airport"": ""New Bedford Regional Airport"", ""distance"": ""5 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""T.F. Green Airport"", ""distance"": ""35 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Boston Logan International Airport"", ""distance"": ""45 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:36:23.337778
HILTON-20-16,Hampton Inn & Suites Plymouth,,+1 508-747-5000,Rating: 4.2 out of 5.0,"Find us five minutes off Highway 44, one mile from Colony Place shopping. Shuttle service available upon request (subject to availability), to downtown Plymouth, which is 10 minutes away, and explore Pilgrim Memorial State Park and the...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""US Dollar"", ""Smoking"": ""Smoking fee $250.00"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n) 2petsMax,dog/catonly""}","{""Pets"": ""Pets allowed, $75.00 non-refundable fee, $75(1-4n),$125(5+n) 2petsMax,dog/catonly""}","{""Parking"": ""Self parking - Complimentary""}","[""Connecting Rooms"", ""Free hot breakfast"", ""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Digital Key"", ""Streaming entertainment"", ""Indoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Business center"", ""Meeting rooms""]","[{""place"": ""The Village at Colony Place - Largest Open Air Specialty Shopping Center in the Region"", ""distance"": ""0.20 miles""}, {""place"": ""Kingston Collection"", ""distance"": ""1 mile""}, {""place"": ""MBTA Commuter Rail"", ""distance"": ""2 miles""}, {""place"": ""Harbor Cruises"", ""distance"": ""2.50 miles""}, {""place"": ""Downtown Plymouth & Waterfront"", ""distance"": ""3 miles""}, {""place"": ""Mayflower II"", ""distance"": ""3 miles""}]","[{""airport"": ""Boston Logan International Airport"", ""distance"": ""50 miles"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""T.F. Green Airport"", ""distance"": ""70 miles"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:36:48.919772
HILTON-20-17,"Goldene Rose Karthaus, an SLH Hotel",,+39 0473 679130,Rating: 4.7 out of 5.0,"In the heart of the Senales Valley, Goldene Rose Karthaus, a Member of Small Luxury Hotels of the World, offers a blend of nature and comfort. Wake up to breathtaking glacier views from your private terrace, unwind in an open-air sauna, and...",,"{""Check-in"": ""2:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""Euro"", ""Parking"": ""Self parking - Complimentary"", ""Pets"": ""Pets allowed, 35.00€ non-refundable fee""}","{""Pets"": ""Pets allowed, 35.00€ non-refundable fee""}","{""Parking"": ""Self parking - Complimentary""}","[""Free parking"", ""Free WiFi"", ""Non-smoking rooms"", ""Luxury"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Room service""]","[{""place"": ""Archeoparc"", ""distance"": ""5 kilometers""}, {""place"": ""Mountains"", ""distance"": ""6.70 kilometers""}, {""place"": ""Skiresort Glacier Val Senales"", ""distance"": ""13 kilometers""}, {""place"": ""City Center"", ""distance"": ""20 kilometers""}, {""place"": ""Thermal Baths in Merano"", ""distance"": ""20 kilometers""}, {""place"": ""Museum of Archaeology with Otzi"", ""distance"": ""42 kilometers""}]","[{""airport"": ""Bolzano (Bozen), Italy"", ""distance"": ""55 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Kranebitten"", ""distance"": ""180 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Munich Airport (Franz Josef Strauss)"", ""distance"": ""370 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:37:01.680434
HILTON-20-18,"Hubertus Mountain Refugio Allgau, an SLH Hotel",,+49 8328 9200,Rating: 4.7 out of 5.0,"Nestled among the Allgäu peaks, Hubertus Mountain Refugio Allgäu, a Member of Small Luxury Hotels of the World, offers a serene retreat. The hotel’s standout feature is its spa, housed in a standalone chalet, boasting an infinity pool and...",,"{""Check-in"": ""3:00 PM"", ""Check-out"": ""11:00 AM"", ""Currency"": ""Euro"", ""Smoking"": ""A fee will be assessed for smoking in a non-smoking room. Please ask the Front Desk for locations of designated outdoor smoking areas."", ""Parking"": ""Self parking - 18.00€ / night"", ""Pets"": ""Pets allowed, Pets are allowed in Steinbock/Loggia/Adlerhorstsuite category rooms only. 30 Euros per pet per night.""}","{""Pets"": ""Pets allowed, Pets are allowed in Steinbock/Loggia/Adlerhorstsuite category rooms only. 30 Euros per pet per night.""}","{""Parking"": ""Self parking - 18.00€ / night""}","[""Free WiFi"", ""Non-smoking rooms"", ""Spa"", ""Luxury"", ""EV charging"", ""On-site restaurant"", ""Outdoor pool"", ""Fitness center"", ""Pet-friendly rooms"", ""Cribs"", ""Room service""]","[{""place"": ""City Center"", ""distance"": ""2 kilometers""}, {""place"": ""Lake of Constance"", ""distance"": ""75 kilometers""}, {""place"": ""Pilgrimage Church of Wies"", ""distance"": ""79 kilometers""}, {""place"": ""Neuschwanstein Castle"", ""distance"": ""85 kilometers""}, {""place"": ""Memmingen Airport"", ""distance"": ""95 kilometers""}, {""place"": ""Zugspitze"", ""distance"": ""99 kilometers""}]","[{""airport"": ""Memmingen Airport"", ""distance"": ""95 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Zurich-Kloten"", ""distance"": ""134 kilometers"", ""shuttle"": ""Airport shuttle""}, {""airport"": ""Munich Airport (Franz Josef Strauss)"", ""distance"": ""206 kilometers"", ""shuttle"": ""Airport shuttle""}]",true,2025-12-23T13:37:25.281670
